
**************** NEW TRAIN SESSION ****************
15625 (21344 1%) Loss: 3.40035105
15637 (21360 1%) Loss: 3.61011982
15648 (21376 1%) Loss: 3.45495296
15660 (21392 1%) Loss: 3.55610991
15671 (21408 1%) Loss: 6.66655779
15683 (21424 1%) Loss: 3.30300832
15695 (21440 1%) Loss: 2.90727806
15707 (21456 1%) Loss: 3.19943571
15718 (21472 1%) Loss: 3.01257205
15730 (21488 1%) Loss: 3.36450195
15741 (21504 1%) Loss: 3.29624653
15753 (21520 1%) Loss: 5.24994946
15765 (21536 1%) Loss: 3.36041355
15777 (21552 1%) Loss: 2.93858314
15788 (21568 1%) Loss: 3.08456039
15800 (21584 1%) Loss: 15.10057068
15812 (21600 1%) Loss: 13.24753857
15823 (21616 1%) Loss: 3.38317060
15835 (21632 1%) Loss: 4.63991499
15847 (21648 1%) Loss: 3.64655781
15858 (21664 1%) Loss: 18.99420738
15870 (21680 1%) Loss: 3.11656976
15881 (21696 1%) Loss: 3.18277502
15893 (21712 1%) Loss: 9.07527924
15905 (21728 1%) Loss: 9.16224957
15917 (21744 1%) Loss: 3.12020135
15928 (21760 1%) Loss: 4.03751850
15940 (21776 1%) Loss: 3.69959116
15951 (21792 1%) Loss: 2.97023535
15963 (21808 1%) Loss: 2.87376475
15975 (21824 1%) Loss: 3.23185420
15986 (21840 1%) Loss: 2.96828270
15998 (21856 1%) Loss: 3.22000122
16010 (21872 1%) Loss: 4.58979607
16021 (21888 1%) Loss: 4.52847290
16033 (21904 1%) Loss: 16.81991577
16045 (21920 1%) Loss: 3.29963517
16056 (21936 1%) Loss: 2.58806372
16068 (21952 1%) Loss: 2.78542614
16080 (21968 1%) Loss: 2.89837265
16091 (21984 1%) Loss: 2.94990516
16103 (22000 1%) Loss: 4.83034372
16114 (22016 1%) Loss: 3.22528696
16126 (22032 1%) Loss: 2.74033308
16138 (22048 1%) Loss: 7.55659914
16149 (22064 1%) Loss: 5.14260387
16161 (22080 1%) Loss: 2.97965217
16173 (22096 1%) Loss: 3.21622586
16184 (22112 1%) Loss: 3.44386649
16196 (22128 1%) Loss: 2.89587164
16208 (22144 1%) Loss: 3.32323670
16219 (22160 1%) Loss: 3.26740384
16231 (22176 1%) Loss: 2.87149978
16243 (22192 1%) Loss: 3.16517329
16254 (22208 1%) Loss: 15.59033871
16266 (22224 1%) Loss: 3.26101351
16277 (22240 1%) Loss: 3.10319972
16289 (22256 1%) Loss: 10.84711266
16301 (22272 1%) Loss: 8.95586967
16313 (22288 1%) Loss: 8.50069714
16324 (22304 1%) Loss: 2.74274635
16336 (22320 1%) Loss: 2.86187172
16347 (22336 1%) Loss: 2.74725819
16359 (22352 1%) Loss: 2.90071058
16371 (22368 1%) Loss: 11.11101151
16382 (22384 1%) Loss: 3.54140306
16394 (22400 1%) Loss: 3.74578094
16406 (22416 1%) Loss: 3.14694571
16417 (22432 1%) Loss: 3.40412974
16429 (22448 1%) Loss: 9.26528454
16441 (22464 1%) Loss: 3.11739445
16452 (22480 1%) Loss: 3.46441483
16464 (22496 1%) Loss: 5.06290674
16476 (22512 1%) Loss: 3.24038172
16487 (22528 1%) Loss: 3.98736286
16499 (22544 1%) Loss: 5.62668610
16511 (22560 1%) Loss: 3.09290099
16522 (22576 1%) Loss: 9.76459885
16534 (22592 1%) Loss: 3.16602373
16546 (22608 1%) Loss: 3.13728905
16557 (22624 1%) Loss: 3.38430262
16569 (22640 1%) Loss: 3.10462618
16580 (22656 1%) Loss: 3.41041446
16592 (22672 1%) Loss: 2.74514675
16604 (22688 1%) Loss: 4.55615234
16615 (22704 1%) Loss: 2.96146417
16627 (22720 1%) Loss: 8.07738018
16639 (22736 1%) Loss: 5.53287697
16650 (22752 1%) Loss: 12.57921028
16662 (22768 1%) Loss: 8.89138508
16673 (22784 1%) Loss: 6.94242334
16685 (22800 1%) Loss: 14.03611374
16697 (22816 1%) Loss: 3.27981710
16709 (22832 1%) Loss: 3.43766522
16720 (22848 1%) Loss: 2.92832470
16732 (22864 1%) Loss: 3.03548670
16743 (22880 1%) Loss: 2.85195518
16755 (22896 1%) Loss: 13.75987053
16767 (22912 1%) Loss: 3.14212203
16778 (22928 1%) Loss: 3.32256794
16790 (22944 1%) Loss: 3.01368761
16802 (22960 1%) Loss: 3.19711375
16813 (22976 1%) Loss: 8.01621628
16825 (22992 1%) Loss: 3.53707957
16837 (23008 1%) Loss: 4.92514038
16848 (23024 1%) Loss: 2.63346410
16860 (23040 1%) Loss: 2.94680381
16872 (23056 1%) Loss: 3.15871239
16883 (23072 1%) Loss: 4.61310482
16895 (23088 1%) Loss: 3.23433995
16906 (23104 1%) Loss: 3.21050429
16918 (23120 1%) Loss: 3.41669774
16930 (23136 1%) Loss: 2.83064914
16941 (23152 1%) Loss: 3.01450014
16953 (23168 1%) Loss: 5.35324860
16965 (23184 1%) Loss: 8.05627251
16976 (23200 1%) Loss: 2.96039677
16988 (23216 1%) Loss: 15.66541767
17000 (23232 1%) Loss: 5.54740429
17011 (23248 1%) Loss: 5.21739054
17023 (23264 1%) Loss: 3.10696149
17035 (23280 1%) Loss: 3.01054668
17046 (23296 1%) Loss: 5.66834736
17058 (23312 1%) Loss: 6.63281012
17070 (23328 1%) Loss: 3.24712801
17082 (23344 1%) Loss: 3.06210566
17093 (23360 1%) Loss: 3.05634260
17105 (23376 1%) Loss: 5.57854271
17116 (23392 1%) Loss: 6.22768497
17128 (23408 1%) Loss: 8.37711430
17140 (23424 1%) Loss: 3.14336252
17152 (23440 1%) Loss: 3.39478326
17163 (23456 1%) Loss: 5.21034193
17175 (23472 1%) Loss: 11.57604790
17186 (23488 1%) Loss: 3.18130517
17198 (23504 1%) Loss: 3.52855325
17210 (23520 1%) Loss: 7.58155346
17221 (23536 1%) Loss: 10.77167606
17233 (23552 1%) Loss: 5.10473251
17245 (23568 1%) Loss: 3.03062010
17256 (23584 1%) Loss: 2.83762789
17268 (23600 1%) Loss: 4.96637344
17280 (23616 1%) Loss: 3.23969221
17291 (23632 1%) Loss: 3.35114694
17303 (23648 1%) Loss: 3.20718002
17315 (23664 1%) Loss: 3.00980783
17326 (23680 1%) Loss: 3.00845695
17338 (23696 1%) Loss: 3.15151763
17350 (23712 1%) Loss: 3.17316151
17361 (23728 1%) Loss: 7.85938644
17373 (23744 1%) Loss: 2.76633000
17385 (23760 1%) Loss: 5.29193974
17396 (23776 1%) Loss: 3.03172278
17408 (23792 1%) Loss: 2.87430358
17420 (23808 1%) Loss: 3.50224733
17431 (23824 1%) Loss: 2.82014489
17443 (23840 1%) Loss: 6.19436502
17455 (23856 1%) Loss: 4.07677984
17466 (23872 1%) Loss: 3.29207540
17478 (23888 1%) Loss: 3.22373486
17490 (23904 1%) Loss: 2.97081661
17501 (23920 1%) Loss: 3.41067934
17513 (23936 1%) Loss: 3.03023434
17525 (23952 1%) Loss: 2.90761352
17536 (23968 1%) Loss: 2.75581241
17548 (23984 1%) Loss: 2.89726949
17560 (24000 1%) Loss: 3.00442505
17571 (24016 1%) Loss: 3.86000204
17583 (24032 1%) Loss: 3.39562440
17595 (24048 1%) Loss: 9.17601013
17606 (24064 1%) Loss: 6.53385019
17618 (24080 1%) Loss: 5.80518150
17629 (24096 1%) Loss: 2.92983508
17641 (24112 1%) Loss: 3.29222798
17653 (24128 1%) Loss: 3.26870704
17664 (24144 1%) Loss: 3.63320875
17676 (24160 1%) Loss: 3.26392722
17687 (24176 1%) Loss: 3.70946503
17699 (24192 1%) Loss: 3.20250988
17711 (24208 1%) Loss: 2.77063465
17722 (24224 1%) Loss: 2.97396231
17734 (24240 1%) Loss: 5.12127781
17745 (24256 1%) Loss: 3.17159414
17757 (24272 1%) Loss: 3.06852722
17768 (24288 1%) Loss: 3.09933996
17780 (24304 1%) Loss: 3.22769260
17792 (24320 1%) Loss: 3.13217807
17803 (24336 1%) Loss: 8.01915264
17815 (24352 1%) Loss: 3.39444137
17826 (24368 1%) Loss: 2.78323030
17838 (24384 1%) Loss: 12.09324837
17850 (24400 1%) Loss: 15.28210354
17861 (24416 1%) Loss: 2.96064186
17873 (24432 1%) Loss: 2.90564656
17884 (24448 1%) Loss: 4.33559036
17896 (24464 1%) Loss: 13.34089470
17907 (24480 1%) Loss: 3.23857379
17919 (24496 1%) Loss: 3.26859784
17931 (24512 1%) Loss: 3.22001505
17942 (24528 1%) Loss: 3.00780225
17954 (24544 1%) Loss: 5.64554453
17966 (24560 1%) Loss: 9.49859810
17977 (24576 1%) Loss: 3.53473902
17989 (24592 1%) Loss: 4.59556103
18001 (24608 1%) Loss: 4.48776102
18013 (24624 1%) Loss: 2.93922353
18024 (24640 1%) Loss: 5.95377779
18036 (24656 1%) Loss: 2.95895791
18048 (24672 1%) Loss: 3.08430433
18059 (24688 1%) Loss: 14.14553452
18071 (24704 1%) Loss: 3.26209593
18083 (24720 1%) Loss: 3.08454180
18094 (24736 1%) Loss: 3.22142410
18106 (24752 1%) Loss: 2.77205038
18117 (24768 1%) Loss: 3.31388426
18129 (24784 1%) Loss: 3.36722112
18141 (24800 1%) Loss: 7.21335125
18153 (24816 1%) Loss: 3.23846412
18164 (24832 1%) Loss: 3.25407767
18176 (24848 1%) Loss: 8.55309391
18187 (24864 1%) Loss: 3.23690486
18199 (24880 1%) Loss: 4.16207695
18211 (24896 1%) Loss: 7.63046265
18223 (24912 1%) Loss: 2.96586442
18234 (24928 1%) Loss: 4.02662277
18246 (24944 1%) Loss: 3.13749146
18257 (24960 1%) Loss: 6.87097788
18269 (24976 1%) Loss: 3.43063354
18281 (24992 1%) Loss: 3.21106172
18293 (25008 1%) Loss: 6.09711266
18304 (25024 1%) Loss: 3.99195075
18316 (25040 1%) Loss: 3.50666952
18327 (25056 1%) Loss: 3.11627865
18339 (25072 1%) Loss: 2.81102896
18351 (25088 1%) Loss: 3.68204713
18363 (25104 1%) Loss: 3.00485301
18374 (25120 1%) Loss: 5.86816025
18386 (25136 1%) Loss: 5.90483904
18397 (25152 1%) Loss: 11.29744434
18409 (25168 1%) Loss: 3.31276751
18421 (25184 1%) Loss: 2.96931505
18433 (25200 1%) Loss: 3.01496768
18444 (25216 1%) Loss: 2.97461748
18456 (25232 1%) Loss: 4.38505554
18467 (25248 1%) Loss: 3.10867095
18479 (25264 1%) Loss: 10.63311195
18491 (25280 1%) Loss: 2.81631732
18502 (25296 1%) Loss: 6.51792955
18514 (25312 1%) Loss: 6.70252752
18526 (25328 1%) Loss: 3.68530560
18537 (25344 1%) Loss: 4.56259680
18549 (25360 1%) Loss: 3.31206203
18561 (25376 1%) Loss: 3.06226730
18573 (25392 1%) Loss: 3.39514709
18584 (25408 1%) Loss: 2.82487392
18596 (25424 1%) Loss: 2.76399517
18608 (25440 1%) Loss: 3.18991899
18619 (25456 1%) Loss: 2.86695027
18631 (25472 1%) Loss: 5.24938011
18643 (25488 1%) Loss: 3.11151576
18654 (25504 1%) Loss: 3.06362391
18666 (25520 1%) Loss: 2.98448873
18678 (25536 1%) Loss: 14.65807724
18689 (25552 1%) Loss: 3.30090237
18701 (25568 1%) Loss: 3.14324284
18713 (25584 1%) Loss: 3.68753719
18724 (25600 1%) Loss: 4.22868490
18736 (25616 1%) Loss: 3.07214928
18748 (25632 1%) Loss: 2.77468824
18759 (25648 1%) Loss: 3.04279852
18771 (25664 1%) Loss: 3.07546592
18783 (25680 1%) Loss: 2.92488980
18794 (25696 1%) Loss: 3.11188841
18806 (25712 1%) Loss: 2.88359356
18818 (25728 1%) Loss: 3.59189439
18829 (25744 1%) Loss: 2.83342576
18841 (25760 1%) Loss: 3.61870861
18853 (25776 1%) Loss: 9.97182751
18864 (25792 1%) Loss: 7.82158375
18876 (25808 1%) Loss: 2.95285416
18888 (25824 1%) Loss: 15.30951309
18899 (25840 1%) Loss: 3.42955017
18911 (25856 1%) Loss: 3.10365963
18923 (25872 1%) Loss: 3.19712305
18934 (25888 1%) Loss: 8.16234684
18946 (25904 1%) Loss: 3.46329999
18958 (25920 1%) Loss: 5.14085722
18969 (25936 1%) Loss: 3.09103179
18981 (25952 1%) Loss: 3.01317430
18993 (25968 1%) Loss: 3.23003078
19004 (25984 1%) Loss: 4.81939507
19016 (26000 1%) Loss: 6.13084888
19028 (26016 1%) Loss: 3.29992032
19039 (26032 1%) Loss: 4.79202461
19051 (26048 1%) Loss: 3.38653660
19063 (26064 1%) Loss: 2.99327040
19074 (26080 1%) Loss: 3.18190789
19086 (26096 1%) Loss: 3.05585933
19098 (26112 1%) Loss: 2.94967771
19109 (26128 1%) Loss: 2.99951816
19121 (26144 1%) Loss: 8.75486755
19133 (26160 1%) Loss: 2.94613552
19144 (26176 1%) Loss: 3.80822873
19156 (26192 1%) Loss: 6.00223637
19168 (26208 1%) Loss: 2.96336174
19179 (26224 1%) Loss: 7.69116640
19191 (26240 1%) Loss: 6.28513479
19203 (26256 1%) Loss: 9.23323250
19214 (26272 1%) Loss: 2.90285158
19226 (26288 1%) Loss: 2.74186206
19238 (26304 1%) Loss: 3.18116260
19249 (26320 1%) Loss: 3.14914989
19261 (26336 1%) Loss: 2.81724548
19273 (26352 1%) Loss: 5.49151421
19284 (26368 1%) Loss: 3.25066519
19296 (26384 1%) Loss: 3.07054377
19308 (26400 1%) Loss: 3.25520086
19319 (26416 1%) Loss: 6.55370426
19331 (26432 1%) Loss: 2.90122914
19343 (26448 1%) Loss: 3.23422337
19354 (26464 1%) Loss: 3.78550696
19366 (26480 1%) Loss: 6.09972668
19378 (26496 1%) Loss: 5.82759428
19389 (26512 1%) Loss: 3.03469634
19401 (26528 1%) Loss: 7.46309137
19413 (26544 1%) Loss: 4.21189642
19424 (26560 1%) Loss: 7.07211924
19436 (26576 1%) Loss: 5.55562973
19447 (26592 1%) Loss: 3.08795166
19459 (26608 1%) Loss: 2.63810992
19471 (26624 1%) Loss: 9.09505939
19483 (26640 1%) Loss: 3.23070002
19494 (26656 1%) Loss: 3.13585162
19506 (26672 1%) Loss: 3.16346526
19517 (26688 1%) Loss: 9.65507030
19529 (26704 1%) Loss: 3.59474063
19541 (26720 1%) Loss: 3.44949222
19553 (26736 1%) Loss: 4.20972681
19564 (26752 1%) Loss: 3.45415163
19576 (26768 1%) Loss: 3.09195685
19587 (26784 1%) Loss: 4.56759167
19599 (26800 1%) Loss: 4.33270264
19611 (26816 1%) Loss: 3.27955580
19622 (26832 1%) Loss: 2.76503730
19634 (26848 1%) Loss: 2.62404299
19646 (26864 1%) Loss: 2.88770080
19657 (26880 1%) Loss: 3.06909657
19669 (26896 1%) Loss: 3.12807727
19681 (26912 1%) Loss: 3.12858033
19692 (26928 1%) Loss: 6.25905085
19704 (26944 1%) Loss: 3.15761375
19716 (26960 1%) Loss: 2.99453306
19727 (26976 1%) Loss: 3.77337694
19739 (26992 1%) Loss: 5.49402475
19750 (27008 1%) Loss: 15.95458412
19762 (27024 1%) Loss: 4.63434935
19774 (27040 1%) Loss: 16.08311081
19786 (27056 1%) Loss: 3.11170220
19797 (27072 1%) Loss: 3.19775176
19809 (27088 1%) Loss: 14.24321175
19820 (27104 1%) Loss: 8.01718426
19832 (27120 1%) Loss: 3.40740633
19844 (27136 1%) Loss: 3.36534429
19855 (27152 1%) Loss: 5.52413750
19867 (27168 1%) Loss: 3.22939682
19878 (27184 1%) Loss: 8.62212276
19890 (27200 1%) Loss: 3.36573696
19902 (27216 1%) Loss: 3.15989184
19913 (27232 1%) Loss: 3.12948322
19925 (27248 1%) Loss: 3.30837226
19937 (27264 1%) Loss: 3.02961993
19948 (27280 1%) Loss: 3.42497325
19960 (27296 1%) Loss: 3.09299111
19972 (27312 1%) Loss: 3.94030976
19983 (27328 1%) Loss: 7.90130138
19995 (27344 1%) Loss: 3.10463071
20007 (27360 1%) Loss: 3.47256279
20018 (27376 1%) Loss: 2.68604493
20030 (27392 1%) Loss: 2.87667990
20042 (27408 1%) Loss: 6.86579418
20053 (27424 1%) Loss: 8.77661800
20065 (27440 1%) Loss: 3.08923507
20077 (27456 1%) Loss: 15.14563560
20088 (27472 1%) Loss: 4.86598253
20100 (27488 1%) Loss: 6.13990259
20112 (27504 1%) Loss: 2.91238093
20123 (27520 1%) Loss: 3.59365392
20135 (27536 1%) Loss: 2.82947254
20146 (27552 1%) Loss: 2.78451276
20158 (27568 1%) Loss: 2.86629367
20170 (27584 1%) Loss: 3.81215405
20182 (27600 1%) Loss: 3.53557968
20193 (27616 1%) Loss: 3.27240205
20205 (27632 1%) Loss: 3.12421727
20216 (27648 1%) Loss: 3.21841455
20228 (27664 1%) Loss: 3.54882002
20240 (27680 1%) Loss: 3.86415005
20251 (27696 1%) Loss: 3.12858224
20263 (27712 1%) Loss: 3.40716577
20275 (27728 1%) Loss: 3.12438011
20286 (27744 1%) Loss: 3.32383680
20298 (27760 1%) Loss: 12.10077667
20310 (27776 1%) Loss: 14.12365341
20321 (27792 1%) Loss: 9.25760937
20333 (27808 1%) Loss: 2.92476511
20345 (27824 1%) Loss: 2.88312507
20356 (27840 1%) Loss: 3.38838434
20368 (27856 1%) Loss: 3.01464891
20379 (27872 1%) Loss: 8.56094265
20391 (27888 1%) Loss: 2.90621877
20403 (27904 1%) Loss: 3.34187269
20415 (27920 1%) Loss: 4.11224127
20426 (27936 1%) Loss: 4.36799383
20438 (27952 1%) Loss: 5.72460842
20449 (27968 1%) Loss: 3.58052373
20461 (27984 1%) Loss: 2.80153155
20473 (28000 1%) Loss: 2.76835942
20485 (28016 1%) Loss: 4.21471882
20496 (28032 1%) Loss: 3.31375217
20508 (28048 1%) Loss: 4.64793444
20519 (28064 1%) Loss: 4.14708090
20531 (28080 1%) Loss: 3.31490111
20543 (28096 1%) Loss: 3.70216346
20555 (28112 1%) Loss: 5.62370586
20566 (28128 1%) Loss: 3.50653100
20578 (28144 1%) Loss: 3.99679542
20590 (28160 1%) Loss: 5.53629923
20601 (28176 1%) Loss: 7.58966875
20613 (28192 1%) Loss: 2.71077657
20625 (28208 1%) Loss: 3.12314034
20636 (28224 1%) Loss: 3.34939003
20648 (28240 1%) Loss: 3.48932743
20659 (28256 1%) Loss: 5.85135603
20671 (28272 1%) Loss: 8.39573383
20683 (28288 1%) Loss: 10.39281273
20695 (28304 1%) Loss: 3.35388708
20706 (28320 1%) Loss: 12.84224796
20718 (28336 1%) Loss: 5.40129757
20730 (28352 1%) Loss: 2.92026019
20741 (28368 1%) Loss: 2.97019649
20753 (28384 1%) Loss: 15.85914612
20765 (28400 1%) Loss: 4.42523432
20776 (28416 1%) Loss: 2.92529869
20788 (28432 1%) Loss: 3.29343295
20800 (28448 1%) Loss: 8.80085564
20811 (28464 1%) Loss: 3.00691700
20823 (28480 1%) Loss: 3.43895912
20835 (28496 1%) Loss: 3.30261707
20846 (28512 1%) Loss: 2.79974794
20858 (28528 1%) Loss: 3.23645210
20869 (28544 1%) Loss: 2.86171222
20881 (28560 1%) Loss: 5.97596931
20893 (28576 1%) Loss: 3.68017697
20905 (28592 1%) Loss: 3.10904622
20916 (28608 1%) Loss: 14.46108532
20928 (28624 1%) Loss: 15.02989101
20939 (28640 1%) Loss: 3.13477421
20951 (28656 1%) Loss: 9.18776417
20963 (28672 1%) Loss: 2.88192344
20974 (28688 1%) Loss: 3.59417653
20986 (28704 1%) Loss: 5.07682562
20998 (28720 1%) Loss: 2.87193775
21009 (28736 1%) Loss: 11.50470257
21021 (28752 1%) Loss: 3.98524213
21033 (28768 1%) Loss: 3.08875275
21044 (28784 1%) Loss: 3.47752070
21056 (28800 1%) Loss: 8.46403599
21068 (28816 1%) Loss: 5.59527731
21079 (28832 1%) Loss: 4.13827085
21091 (28848 1%) Loss: 7.50342703
21102 (28864 1%) Loss: 2.90101981
21114 (28880 1%) Loss: 5.46233034
21126 (28896 1%) Loss: 5.62702990
21138 (28912 1%) Loss: 3.00184321
21149 (28928 1%) Loss: 14.56120300
21161 (28944 1%) Loss: 2.93948364
21172 (28960 1%) Loss: 4.74484110
21184 (28976 1%) Loss: 13.52602100
21196 (28992 1%) Loss: 3.02392459
21208 (29008 1%) Loss: 3.36165333
21219 (29024 1%) Loss: 29.74300766
21231 (29040 1%) Loss: 3.29102182
21242 (29056 1%) Loss: 3.26629186
21254 (29072 1%) Loss: 15.14306736
21266 (29088 1%) Loss: 6.49013376
21277 (29104 1%) Loss: 5.00761127
21289 (29120 1%) Loss: 6.15886641
21301 (29136 1%) Loss: 4.95143127
21312 (29152 1%) Loss: 3.13932276
21324 (29168 1%) Loss: 6.20418406
21336 (29184 1%) Loss: 3.10628581
21348 (29200 1%) Loss: 3.47457933
21359 (29216 1%) Loss: 3.02303314
21371 (29232 1%) Loss: 3.63789415
21382 (29248 1%) Loss: 19.16348839
21394 (29264 1%) Loss: 3.51628065
21406 (29280 1%) Loss: 3.46944737
21418 (29296 1%) Loss: 3.19802547
21429 (29312 1%) Loss: 8.99942398
21441 (29328 1%) Loss: 8.69380760
21452 (29344 1%) Loss: 3.43916488
21464 (29360 1%) Loss: 3.14445877
21476 (29376 1%) Loss: 3.16750312
21488 (29392 1%) Loss: 2.88790035
21499 (29408 1%) Loss: 3.00926137
21511 (29424 1%) Loss: 7.48771429
21522 (29440 1%) Loss: 16.69998741
21534 (29456 1%) Loss: 14.15144348
21546 (29472 1%) Loss: 7.74626398
21557 (29488 1%) Loss: 7.49480438
21569 (29504 1%) Loss: 2.90379381
21581 (29520 1%) Loss: 2.90509915
21592 (29536 1%) Loss: 3.15959311
21604 (29552 1%) Loss: 3.08981180
21616 (29568 1%) Loss: 15.49656200
21627 (29584 1%) Loss: 3.17788815
21639 (29600 1%) Loss: 10.45901489
21651 (29616 1%) Loss: 5.37644625
21662 (29632 1%) Loss: 5.55073214
21674 (29648 1%) Loss: 7.15593052
21686 (29664 1%) Loss: 3.29382873
21698 (29680 1%) Loss: 3.03742623
21709 (29696 1%) Loss: 3.26302242
21721 (29712 1%) Loss: 2.98158288
21732 (29728 1%) Loss: 5.30401087
21744 (29744 1%) Loss: 2.92897606
21756 (29760 1%) Loss: 3.29014349
21767 (29776 1%) Loss: 3.04288578
21779 (29792 1%) Loss: 3.40272760
21791 (29808 1%) Loss: 3.36052871
21802 (29824 1%) Loss: 2.92047524
21814 (29840 1%) Loss: 3.17387581
21826 (29856 1%) Loss: 5.74538994
21837 (29872 1%) Loss: 3.03800845
21849 (29888 1%) Loss: 3.00536871
21861 (29904 1%) Loss: 3.06997609
21872 (29920 1%) Loss: 10.94809341
21884 (29936 1%) Loss: 3.04926348
21895 (29952 1%) Loss: 2.75734711
21907 (29968 1%) Loss: 5.34312105
21919 (29984 1%) Loss: 4.03190088
21930 (30000 1%) Loss: 8.66875458
21942 (30016 1%) Loss: 9.32882118
21954 (30032 1%) Loss: 3.40638900
21965 (30048 1%) Loss: 13.06772041
21977 (30064 1%) Loss: 4.37538958
21989 (30080 1%) Loss: 3.13995123
22000 (30096 1%) Loss: 4.51390982
22012 (30112 1%) Loss: 3.10003424
22024 (30128 1%) Loss: 2.99050617
22035 (30144 1%) Loss: 3.45613265
22047 (30160 1%) Loss: 3.85826993
22058 (30176 1%) Loss: 3.24042773
22070 (30192 1%) Loss: 3.37045169
22082 (30208 1%) Loss: 3.43397045
22094 (30224 1%) Loss: 9.25030327
22105 (30240 1%) Loss: 3.05709434
22117 (30256 1%) Loss: 2.81654096
22128 (30272 1%) Loss: 12.65089035
22140 (30288 1%) Loss: 4.10614920
22152 (30304 1%) Loss: 6.56074286
22163 (30320 1%) Loss: 2.75360203
22175 (30336 1%) Loss: 10.11617374
22187 (30352 1%) Loss: 3.03509045
22198 (30368 1%) Loss: 4.66446114
22210 (30384 1%) Loss: 5.58982468
22222 (30400 1%) Loss: 3.57276511
22233 (30416 1%) Loss: 7.13758135
22245 (30432 1%) Loss: 3.06541991
22257 (30448 1%) Loss: 3.10767961
22268 (30464 1%) Loss: 9.32298183
22280 (30480 1%) Loss: 3.43302083
22291 (30496 1%) Loss: 11.91086197
22303 (30512 1%) Loss: 13.90985680
22315 (30528 1%) Loss: 3.06712675
22326 (30544 1%) Loss: 3.18854809
22338 (30560 1%) Loss: 4.82775545
22350 (30576 1%) Loss: 7.47207355
22361 (30592 1%) Loss: 8.60336304
22373 (30608 1%) Loss: 16.29633141
22385 (30624 1%) Loss: 4.06119871
22396 (30640 1%) Loss: 3.29534936
22408 (30656 1%) Loss: 7.53430986
22420 (30672 1%) Loss: 3.20378876
22431 (30688 1%) Loss: 10.44941616
22443 (30704 1%) Loss: 7.41327286
22454 (30720 1%) Loss: 6.63243675
22466 (30736 1%) Loss: 2.97521615
22478 (30752 1%) Loss: 3.28711963
22489 (30768 1%) Loss: 2.89803958
22501 (30784 1%) Loss: 7.93403101
22513 (30800 1%) Loss: 12.08559895
22524 (30816 1%) Loss: 2.86849499
22536 (30832 1%) Loss: 12.07815647
22548 (30848 1%) Loss: 3.42262268
22559 (30864 1%) Loss: 6.62584734
22571 (30880 1%) Loss: 2.83462715
22583 (30896 1%) Loss: 3.61721253
22594 (30912 1%) Loss: 3.07013464
22606 (30928 1%) Loss: 2.88230443
22618 (30944 1%) Loss: 3.08695173
22629 (30960 1%) Loss: 3.24278450
22641 (30976 1%) Loss: 10.20559692
22653 (30992 1%) Loss: 4.58697510
22664 (31008 1%) Loss: 3.16220045
22676 (31024 1%) Loss: 8.84652233
22687 (31040 1%) Loss: 2.98418069
22699 (31056 1%) Loss: 18.54157639
22711 (31072 1%) Loss: 3.00828266
22722 (31088 1%) Loss: 6.00404310
22734 (31104 1%) Loss: 9.10555744
22746 (31120 1%) Loss: 3.00438881
22757 (31136 1%) Loss: 3.56931973
22769 (31152 1%) Loss: 2.89758587
22781 (31168 1%) Loss: 3.26183605
22792 (31184 1%) Loss: 10.09574223
22804 (31200 1%) Loss: 3.36691070
22816 (31216 1%) Loss: 5.78089952
22827 (31232 1%) Loss: 3.02996635
22839 (31248 1%) Loss: 2.78826094
22850 (31264 1%) Loss: 6.17040873
22862 (31280 1%) Loss: 4.64771938
22874 (31296 1%) Loss: 3.33253789
22885 (31312 1%) Loss: 3.41159272
22897 (31328 1%) Loss: 3.01256704
22909 (31344 1%) Loss: 3.24923611
22920 (31360 1%) Loss: 2.91190815
22932 (31376 1%) Loss: 7.69050646
22944 (31392 1%) Loss: 12.04304790
22955 (31408 1%) Loss: 3.27803373
22967 (31424 1%) Loss: 3.43701792
22979 (31440 1%) Loss: 5.29873800
22990 (31456 1%) Loss: 2.93061805
23002 (31472 1%) Loss: 9.62598705
23014 (31488 1%) Loss: 3.26370907
23025 (31504 1%) Loss: 3.09471750
23037 (31520 1%) Loss: 3.09245324
23049 (31536 1%) Loss: 3.23559284
23060 (31552 1%) Loss: 6.29159355
23072 (31568 1%) Loss: 3.42885256
23083 (31584 1%) Loss: 2.79032111
23095 (31600 1%) Loss: 3.20790267
23107 (31616 1%) Loss: 2.83249664
23118 (31632 1%) Loss: 10.27910423
23130 (31648 1%) Loss: 3.02492428
23142 (31664 1%) Loss: 2.92710567
23153 (31680 1%) Loss: 5.72752523
23165 (31696 1%) Loss: 8.43935490
23177 (31712 1%) Loss: 3.32105041
23188 (31728 1%) Loss: 4.76203394
23200 (31744 1%) Loss: 14.93572903
23212 (31760 1%) Loss: 5.88625765
23223 (31776 1%) Loss: 2.87548470
23235 (31792 1%) Loss: 3.11729503
23246 (31808 1%) Loss: 3.07033849
23258 (31824 1%) Loss: 13.04389572
23270 (31840 1%) Loss: 3.81067419
23281 (31856 1%) Loss: 5.06070280
23293 (31872 1%) Loss: 3.04664016
23305 (31888 1%) Loss: 4.98829937
23316 (31904 1%) Loss: 3.08463717
23328 (31920 1%) Loss: 4.20836592
23339 (31936 1%) Loss: 3.23375845
23351 (31952 1%) Loss: 4.85923004
23363 (31968 1%) Loss: 2.93000579
