
**************** NEW TRAIN SESSION ****************
38874 (53264 2%) Loss: 2.81856585
38885 (53280 2%) Loss: 9.38867760
38897 (53296 2%) Loss: 3.97658968
38909 (53312 2%) Loss: 5.15542078
38920 (53328 2%) Loss: 3.10757446
38932 (53344 2%) Loss: 3.27666473
38944 (53360 2%) Loss: 3.03199410
38955 (53376 2%) Loss: 3.42784333
38967 (53392 2%) Loss: 3.32024026
38978 (53408 2%) Loss: 2.74485302
38990 (53424 2%) Loss: 2.96616077
39002 (53440 2%) Loss: 3.00811863
39014 (53456 2%) Loss: 3.37312865
39025 (53472 2%) Loss: 3.08423424
39037 (53488 2%) Loss: 2.94921851
39048 (53504 2%) Loss: 3.41769862
39060 (53520 2%) Loss: 3.01445961
39072 (53536 2%) Loss: 3.41391897
39083 (53552 2%) Loss: 15.13804054
39095 (53568 2%) Loss: 6.51673269
39107 (53584 2%) Loss: 4.65314150
39118 (53600 2%) Loss: 3.00639272
39130 (53616 2%) Loss: 3.11645317
39142 (53632 2%) Loss: 2.89275837
39153 (53648 2%) Loss: 3.71203637
39165 (53664 2%) Loss: 2.91300368
39177 (53680 2%) Loss: 6.32838917
39188 (53696 2%) Loss: 3.37356591
39200 (53712 2%) Loss: 3.23910689
39212 (53728 2%) Loss: 3.05765367
39223 (53744 2%) Loss: 2.69189501
39235 (53760 2%) Loss: 3.23885560
39247 (53776 2%) Loss: 2.88775253
39258 (53792 2%) Loss: 3.14697814
39270 (53808 2%) Loss: 11.58307266
39281 (53824 2%) Loss: 3.09598589
39293 (53840 2%) Loss: 4.63366747
39305 (53856 2%) Loss: 3.49717546
39316 (53872 2%) Loss: 2.78598833
39328 (53888 2%) Loss: 3.99468684
39340 (53904 2%) Loss: 2.86629295
39351 (53920 2%) Loss: 2.97572446
39363 (53936 2%) Loss: 4.68002653
39375 (53952 2%) Loss: 3.58435345
39386 (53968 2%) Loss: 3.41740465
39398 (53984 2%) Loss: 3.40285873
39410 (54000 2%) Loss: 5.27287292
39421 (54016 2%) Loss: 3.01680970
39433 (54032 2%) Loss: 3.00897551
39445 (54048 2%) Loss: 3.02208424
39456 (54064 2%) Loss: 4.77700377
39468 (54080 2%) Loss: 6.17547846
39480 (54096 2%) Loss: 3.23577738
39491 (54112 2%) Loss: 3.19284296
39503 (54128 2%) Loss: 11.97160339
39515 (54144 2%) Loss: 5.57355070
39526 (54160 2%) Loss: 9.50943089
39538 (54176 2%) Loss: 3.67694902
39550 (54192 2%) Loss: 3.17767549
39561 (54208 2%) Loss: 2.82170916
39573 (54224 2%) Loss: 4.14648628
39585 (54240 2%) Loss: 4.70297289
39596 (54256 2%) Loss: 6.92460251
39608 (54272 2%) Loss: 13.65520000
39620 (54288 2%) Loss: 3.14126539
39631 (54304 2%) Loss: 3.40388083
39643 (54320 2%) Loss: 5.15491152
39655 (54336 2%) Loss: 3.32459378
39666 (54352 2%) Loss: 3.21850657
39678 (54368 2%) Loss: 3.86886859
39690 (54384 2%) Loss: 2.93543863
39701 (54400 2%) Loss: 2.88690591
39713 (54416 2%) Loss: 4.07197714
39725 (54432 2%) Loss: 3.08444285
39736 (54448 2%) Loss: 5.93586874
39748 (54464 2%) Loss: 3.04386163
39760 (54480 2%) Loss: 3.40153670
39771 (54496 2%) Loss: 13.11682129
39783 (54512 2%) Loss: 4.27727461
39794 (54528 2%) Loss: 12.63737965
39806 (54544 2%) Loss: 7.56095648
39818 (54560 2%) Loss: 3.18671727
39830 (54576 2%) Loss: 3.23816299
39841 (54592 2%) Loss: 2.93602610
39853 (54608 2%) Loss: 3.27362394
39864 (54624 2%) Loss: 3.23395777
39876 (54640 2%) Loss: 2.74969339
39888 (54656 2%) Loss: 3.29115248
39899 (54672 2%) Loss: 2.70125508
39911 (54688 2%) Loss: 2.77572107
39923 (54704 2%) Loss: 3.75446653
39934 (54720 2%) Loss: 3.09673381
39946 (54736 2%) Loss: 3.82956290
39958 (54752 2%) Loss: 5.68536520
39969 (54768 2%) Loss: 4.98673058
39981 (54784 2%) Loss: 2.89878035
39993 (54800 2%) Loss: 4.68239880
40004 (54816 2%) Loss: 3.42333174
40016 (54832 2%) Loss: 3.08298135
40028 (54848 2%) Loss: 3.65435028
40039 (54864 2%) Loss: 3.26360273
40051 (54880 2%) Loss: 3.03513598
40063 (54896 2%) Loss: 4.99440575
40074 (54912 2%) Loss: 3.08865094
40086 (54928 2%) Loss: 2.95242596
40098 (54944 2%) Loss: 3.61005950
40109 (54960 2%) Loss: 3.11179280
40121 (54976 2%) Loss: 3.65499210
40133 (54992 2%) Loss: 3.31660104
40144 (55008 2%) Loss: 3.68835402
40156 (55024 2%) Loss: 3.47502732
40167 (55040 2%) Loss: 3.32763863
40179 (55056 2%) Loss: 3.77144265
40191 (55072 2%) Loss: 2.99207759
40203 (55088 2%) Loss: 3.70318699
40214 (55104 2%) Loss: 5.74181461
40226 (55120 2%) Loss: 15.69260216
40237 (55136 2%) Loss: 3.25086832
40249 (55152 2%) Loss: 3.01159215
40261 (55168 2%) Loss: 3.24074626
40273 (55184 2%) Loss: 5.12673569
40284 (55200 2%) Loss: 3.10815144
40296 (55216 2%) Loss: 4.42995691
40307 (55232 2%) Loss: 2.91962647
40319 (55248 2%) Loss: 8.97252083
40331 (55264 2%) Loss: 4.19942474
40342 (55280 2%) Loss: 3.07892060
40354 (55296 2%) Loss: 6.96118641
40366 (55312 2%) Loss: 2.72502542
40377 (55328 2%) Loss: 3.36209393
40389 (55344 2%) Loss: 3.67302990
40401 (55360 2%) Loss: 3.11417603
40412 (55376 2%) Loss: 2.88711452
40424 (55392 2%) Loss: 2.93196106
40436 (55408 2%) Loss: 3.21416497
40447 (55424 2%) Loss: 2.81375599
40459 (55440 2%) Loss: 3.15488148
40470 (55456 2%) Loss: 3.37661934
40482 (55472 2%) Loss: 3.63368559
40494 (55488 2%) Loss: 2.66194606
40505 (55504 2%) Loss: 2.81997252
40517 (55520 2%) Loss: 3.54093266
40529 (55536 2%) Loss: 4.53624058
40540 (55552 2%) Loss: 2.89473200
40552 (55568 2%) Loss: 8.45813274
40564 (55584 2%) Loss: 2.86602378
40575 (55600 2%) Loss: 8.20285892
40587 (55616 2%) Loss: 12.92688179
40599 (55632 2%) Loss: 10.53366375
40610 (55648 2%) Loss: 3.40758467
40622 (55664 2%) Loss: 3.14409709
40634 (55680 2%) Loss: 7.04557228
40645 (55696 2%) Loss: 7.77093315
40657 (55712 2%) Loss: 3.01918316
40669 (55728 2%) Loss: 3.10669827
40680 (55744 2%) Loss: 2.92253351
40692 (55760 2%) Loss: 3.33132744
40704 (55776 2%) Loss: 2.85855889
40715 (55792 2%) Loss: 4.38756800
40727 (55808 2%) Loss: 2.75090790
40739 (55824 2%) Loss: 3.14084911
40750 (55840 2%) Loss: 3.07678509
40762 (55856 2%) Loss: 3.96202517
40773 (55872 2%) Loss: 5.82261086
40785 (55888 2%) Loss: 3.70834732
40797 (55904 2%) Loss: 5.93375969
40809 (55920 2%) Loss: 3.23279834
40820 (55936 2%) Loss: 2.82128000
40832 (55952 2%) Loss: 19.27673912
40843 (55968 2%) Loss: 3.04370308
40855 (55984 2%) Loss: 3.05738068
40867 (56000 2%) Loss: 3.03443551
40878 (56016 2%) Loss: 3.14506698
40890 (56032 2%) Loss: 3.37503171
40902 (56048 2%) Loss: 3.20421171
40913 (56064 2%) Loss: 2.72390127
40925 (56080 2%) Loss: 3.19312906
40937 (56096 2%) Loss: 15.58257484
40948 (56112 2%) Loss: 7.63141346
40960 (56128 2%) Loss: 2.78104854
40972 (56144 2%) Loss: 8.34957790
40983 (56160 2%) Loss: 2.97264981
40995 (56176 2%) Loss: 9.80492592
41007 (56192 2%) Loss: 7.73831654
41018 (56208 2%) Loss: 3.18884444
41030 (56224 2%) Loss: 3.68240142
41042 (56240 2%) Loss: 6.42221689
41053 (56256 2%) Loss: 2.89693999
41065 (56272 2%) Loss: 2.91988659
41076 (56288 2%) Loss: 7.67376900
41088 (56304 2%) Loss: 7.28010082
41100 (56320 2%) Loss: 6.27036953
41112 (56336 2%) Loss: 2.86572099
41123 (56352 2%) Loss: 3.01469612
41135 (56368 2%) Loss: 3.38663650
41146 (56384 2%) Loss: 5.09612274
41158 (56400 2%) Loss: 3.06770897
41170 (56416 2%) Loss: 3.17791963
41182 (56432 2%) Loss: 4.52334213
41193 (56448 2%) Loss: 4.02225399
41205 (56464 2%) Loss: 4.72278833
41216 (56480 2%) Loss: 3.15498114
41228 (56496 2%) Loss: 3.47737479
41240 (56512 2%) Loss: 2.99216819
41252 (56528 2%) Loss: 2.86948991
41263 (56544 2%) Loss: 7.30025721
41275 (56560 2%) Loss: 29.78157425
41286 (56576 2%) Loss: 3.24945974
41298 (56592 2%) Loss: 3.17402601
41310 (56608 2%) Loss: 7.99365520
41321 (56624 2%) Loss: 5.97015333
41333 (56640 2%) Loss: 3.03657150
41345 (56656 2%) Loss: 3.00919795
41356 (56672 2%) Loss: 3.12039804
41368 (56688 2%) Loss: 3.32134676
41380 (56704 2%) Loss: 3.09183669
41391 (56720 2%) Loss: 3.24855161
41403 (56736 2%) Loss: 2.79209590
41415 (56752 2%) Loss: 11.76306915
41426 (56768 2%) Loss: 3.11609864
41438 (56784 2%) Loss: 3.03166533
41450 (56800 2%) Loss: 3.38032222
41461 (56816 2%) Loss: 2.75674462
41473 (56832 2%) Loss: 9.17469978
41485 (56848 2%) Loss: 5.97503710
41496 (56864 2%) Loss: 2.79250813
41508 (56880 2%) Loss: 3.36730456
41520 (56896 2%) Loss: 3.00140119
41531 (56912 2%) Loss: 3.32221913
41543 (56928 2%) Loss: 4.97486401
41555 (56944 2%) Loss: 4.27516365
41566 (56960 2%) Loss: 2.73165298
41578 (56976 2%) Loss: 8.32584095
41590 (56992 2%) Loss: 5.86906910
41602 (57008 2%) Loss: 2.97703791
41613 (57024 2%) Loss: 3.33654714
41625 (57040 2%) Loss: 2.96979070
41637 (57056 2%) Loss: 6.92341185
41649 (57072 2%) Loss: 4.36718798
41660 (57088 2%) Loss: 4.98388720
41672 (57104 2%) Loss: 4.67136717
41684 (57120 2%) Loss: 3.61541986
41696 (57136 2%) Loss: 3.34000134
41708 (57152 2%) Loss: 10.22901440
41719 (57168 2%) Loss: 7.31865931
41731 (57184 2%) Loss: 3.18143988
41743 (57200 2%) Loss: 5.02056885
41755 (57216 2%) Loss: 3.15257144
41767 (57232 2%) Loss: 3.63497448
41778 (57248 2%) Loss: 5.45371246
41790 (57264 2%) Loss: 3.10182977
41802 (57280 2%) Loss: 2.89194250
41814 (57296 2%) Loss: 12.91108704
41825 (57312 2%) Loss: 3.02813792
41837 (57328 2%) Loss: 3.19396043
41849 (57344 2%) Loss: 2.69596982
41861 (57360 2%) Loss: 8.01976871
41873 (57376 2%) Loss: 3.34472132
41884 (57392 2%) Loss: 3.48792219
41896 (57408 2%) Loss: 2.94442606
41908 (57424 2%) Loss: 3.29164147
41919 (57440 2%) Loss: 2.73737645
41931 (57456 2%) Loss: 4.15208769
41943 (57472 2%) Loss: 2.70934343
41955 (57488 2%) Loss: 4.68726492
41966 (57504 2%) Loss: 3.40359426
41978 (57520 2%) Loss: 2.88267922
41990 (57536 2%) Loss: 2.86571145
42002 (57552 2%) Loss: 3.26863241
42013 (57568 2%) Loss: 3.44677734
42025 (57584 2%) Loss: 2.95940399
42037 (57600 2%) Loss: 3.41359377
42049 (57616 2%) Loss: 3.56955433
42060 (57632 2%) Loss: 3.92066598
42072 (57648 2%) Loss: 2.69444394
42084 (57664 2%) Loss: 3.63828683
42096 (57680 2%) Loss: 3.82776117
42108 (57696 2%) Loss: 10.25772858
42119 (57712 2%) Loss: 2.78759623
42131 (57728 2%) Loss: 3.14530873
42143 (57744 2%) Loss: 6.61100197
42155 (57760 2%) Loss: 4.53314781
42167 (57776 2%) Loss: 4.34116983
42178 (57792 2%) Loss: 3.08542204
42190 (57808 2%) Loss: 11.30565929
42202 (57824 2%) Loss: 10.21292686
42214 (57840 2%) Loss: 3.70296121
42225 (57856 2%) Loss: 9.74713612
42237 (57872 2%) Loss: 3.32236528
42248 (57888 2%) Loss: 8.99531460
42260 (57904 2%) Loss: 2.91417813
42272 (57920 2%) Loss: 5.23577118
42284 (57936 2%) Loss: 9.47564507
42295 (57952 2%) Loss: 13.01453018
42307 (57968 2%) Loss: 3.19142365
42318 (57984 2%) Loss: 3.10914040
42330 (58000 2%) Loss: 6.56493330
42342 (58016 2%) Loss: 4.66449022
42354 (58032 2%) Loss: 4.58529472
42365 (58048 2%) Loss: 3.21423364
42377 (58064 2%) Loss: 3.08509779
42388 (58080 2%) Loss: 2.96564436
42400 (58096 2%) Loss: 8.86633301
42412 (58112 2%) Loss: 2.73907924
42424 (58128 2%) Loss: 2.82546878
42435 (58144 2%) Loss: 9.95135975
42447 (58160 2%) Loss: 3.22893572
42458 (58176 2%) Loss: 6.45331764
42470 (58192 2%) Loss: 6.59318256
42482 (58208 2%) Loss: 5.59941053
42493 (58224 2%) Loss: 7.85580111
42505 (58240 2%) Loss: 2.85760999
42517 (58256 2%) Loss: 3.44366169
42528 (58272 2%) Loss: 3.06138873
42540 (58288 2%) Loss: 3.14868164
42552 (58304 2%) Loss: 2.95367956
42563 (58320 2%) Loss: 3.38264871
42575 (58336 2%) Loss: 5.12126827
42587 (58352 2%) Loss: 3.01228619
42598 (58368 2%) Loss: 3.65278459
42610 (58384 2%) Loss: 3.35298157
42622 (58400 2%) Loss: 8.73021126
42633 (58416 2%) Loss: 3.14693904
42645 (58432 2%) Loss: 12.57811737
42657 (58448 2%) Loss: 6.56055117
42668 (58464 2%) Loss: 3.12114215
42680 (58480 2%) Loss: 5.34796238
42691 (58496 2%) Loss: 7.85292578
42703 (58512 2%) Loss: 2.77046347
42715 (58528 2%) Loss: 3.42975783
42726 (58544 2%) Loss: 5.44516754
42738 (58560 2%) Loss: 2.96115112
42750 (58576 2%) Loss: 3.81568694
42761 (58592 2%) Loss: 7.59745693
42773 (58608 2%) Loss: 4.45443058
42785 (58624 2%) Loss: 3.14538574
42796 (58640 2%) Loss: 2.79410529
42808 (58656 2%) Loss: 6.15005350
42820 (58672 2%) Loss: 3.38124204
42831 (58688 2%) Loss: 4.29154921
42843 (58704 2%) Loss: 4.98432255
42854 (58720 2%) Loss: 5.09852934
42866 (58736 2%) Loss: 9.22930336
42878 (58752 2%) Loss: 2.78760314
42890 (58768 2%) Loss: 7.88040352
42901 (58784 2%) Loss: 3.12972617
42913 (58800 2%) Loss: 3.65931177
42924 (58816 2%) Loss: 17.68182945
42936 (58832 2%) Loss: 4.22942877
42948 (58848 2%) Loss: 3.02085257
42959 (58864 2%) Loss: 3.41362166
42971 (58880 2%) Loss: 9.53710938
42983 (58896 2%) Loss: 3.03556418
42994 (58912 2%) Loss: 4.72392654
43006 (58928 2%) Loss: 2.92421317
43018 (58944 2%) Loss: 3.34144473
43029 (58960 2%) Loss: 3.59173560
43041 (58976 2%) Loss: 7.92801523
43053 (58992 2%) Loss: 3.13228321
43064 (59008 2%) Loss: 8.81851864
43076 (59024 2%) Loss: 3.17148471
43088 (59040 2%) Loss: 16.68734169
43100 (59056 2%) Loss: 3.19506741
43111 (59072 2%) Loss: 2.92781353
43123 (59088 2%) Loss: 15.80184078
43134 (59104 2%) Loss: 16.24958229
43146 (59120 2%) Loss: 3.36433983
43158 (59136 2%) Loss: 10.50934124
43169 (59152 2%) Loss: 4.49181652
43181 (59168 2%) Loss: 3.13209724
43193 (59184 2%) Loss: 3.00515509
43204 (59200 2%) Loss: 8.74542999
43216 (59216 2%) Loss: 3.31656742
43228 (59232 2%) Loss: 8.73462296
43239 (59248 2%) Loss: 9.30025482
43251 (59264 2%) Loss: 4.40395308
43263 (59280 2%) Loss: 3.23627257
43274 (59296 2%) Loss: 4.78557634
43286 (59312 2%) Loss: 3.10334969
43298 (59328 2%) Loss: 4.06076288
43309 (59344 2%) Loss: 2.67638922
43321 (59360 2%) Loss: 6.96908665
43333 (59376 2%) Loss: 3.48636007
43344 (59392 2%) Loss: 6.08780766
43356 (59408 2%) Loss: 3.28281379
43367 (59424 2%) Loss: 10.61205006
43379 (59440 2%) Loss: 3.27798796
43391 (59456 2%) Loss: 6.44589567
43402 (59472 2%) Loss: 2.94103742
43414 (59488 2%) Loss: 2.74476314
43426 (59504 2%) Loss: 3.33680391
43437 (59520 2%) Loss: 2.87549901
43449 (59536 2%) Loss: 3.03691888
43461 (59552 2%) Loss: 3.02117133
43472 (59568 2%) Loss: 2.68448567
43484 (59584 2%) Loss: 3.36375499
43496 (59600 2%) Loss: 4.40641069
43507 (59616 2%) Loss: 2.94805741
43519 (59632 2%) Loss: 2.95046139
43531 (59648 2%) Loss: 4.86036825
43542 (59664 2%) Loss: 6.42826700
43554 (59680 2%) Loss: 4.86795759
43566 (59696 2%) Loss: 2.62328076
43577 (59712 2%) Loss: 3.46349216
43589 (59728 2%) Loss: 9.55257034
43600 (59744 2%) Loss: 3.27284241
43612 (59760 2%) Loss: 2.93214178
43624 (59776 2%) Loss: 2.97920513
43636 (59792 2%) Loss: 5.46481466
43647 (59808 2%) Loss: 3.47414684
43659 (59824 2%) Loss: 3.02124095
43670 (59840 2%) Loss: 3.59377193
43682 (59856 2%) Loss: 3.16364503
43694 (59872 2%) Loss: 2.85024667
43705 (59888 2%) Loss: 3.15383053
43717 (59904 2%) Loss: 10.66139412
43729 (59920 2%) Loss: 3.19759011
43740 (59936 2%) Loss: 2.95210910
43752 (59952 2%) Loss: 2.82338738
43764 (59968 2%) Loss: 8.27616501
43775 (59984 2%) Loss: 5.32586670
43787 (60000 3%) Loss: 3.05599546
43799 (60016 3%) Loss: 2.90428257
43810 (60032 3%) Loss: 7.27914762
43822 (60048 3%) Loss: 3.86362791
43834 (60064 3%) Loss: 7.00715923
43845 (60080 3%) Loss: 6.15616417
43857 (60096 3%) Loss: 2.71209788
43869 (60112 3%) Loss: 9.56823254
43880 (60128 3%) Loss: 3.39218974
43892 (60144 3%) Loss: 3.11789584
43904 (60160 3%) Loss: 6.08634377
43915 (60176 3%) Loss: 3.15865374
43927 (60192 3%) Loss: 3.45476842
43939 (60208 3%) Loss: 5.00235987
43950 (60224 3%) Loss: 5.54445267
43962 (60240 3%) Loss: 3.03618264
43974 (60256 3%) Loss: 8.76076794
43985 (60272 3%) Loss: 8.91146564
43997 (60288 3%) Loss: 11.28845787
44009 (60304 3%) Loss: 5.16379642
44020 (60320 3%) Loss: 2.89882565
44032 (60336 3%) Loss: 3.17563272
44043 (60352 3%) Loss: 2.99004269
44055 (60368 3%) Loss: 3.17791057
44067 (60384 3%) Loss: 3.46421552
44078 (60400 3%) Loss: 6.60574722
44090 (60416 3%) Loss: 10.26866531
44102 (60432 3%) Loss: 7.45585728
44113 (60448 3%) Loss: 5.10839272
44125 (60464 3%) Loss: 2.72530127
